assemblage	easting	northing
assemblage-626-532	626	532
assemblage-623-535	623	535
assemblage-639-530	639	530
assemblage-618-540	618	540
assemblage-601-535	601	535
assemblage-606-541	606	541
assemblage-606-522	606	522
assemblage-600-519	600	519
assemblage-623-528	623	528
assemblage-640-541	640	541
assemblage-648-277	648	277
assemblage-630-262	630	262
assemblage-637-262	637	262
assemblage-634-269	634	269
assemblage-639-275	639	275
assemblage-646-276	646	276
assemblage-641-272	641	272
assemblage-619-275	619	275
assemblage-650-253	650	253
assemblage-642-269	642	269
assemblage-831-260	831	260
assemblage-831-245	831	245
assemblage-835-252	835	252
assemblage-849-240	849	240
assemblage-841-247	841	247
assemblage-856-263	856	263
assemblage-834-258	834	258
assemblage-843-255	843	255
assemblage-845-245	845	245
assemblage-822-248	822	248
assemblage-335-470	335	470
assemblage-316-477	316	477
assemblage-329-453	329	453
assemblage-314-450	314	450
assemblage-303-472	303	472
assemblage-316-472	316	472
assemblage-315-456	315	456
assemblage-331-486	331	486
assemblage-323-476	323	476
assemblage-324-470	324	470
