assemblage	easting	northing
assemblage-36-2	36	2
assemblage-37-2	37	2
assemblage-38-2	38	2
assemblage-39-2	39	2
assemblage-40-2	40	2
assemblage-41-2	41	2
assemblage-42-2	42	2
assemblage-43-2	43	2
assemblage-44-2	44	2
assemblage-45-2	45	2
assemblage-46-2	46	2
assemblage-47-2	47	2
assemblage-48-2	48	2
assemblage-49-2	49	2
assemblage-50-2	50	2
assemblage-51-2	51	2
assemblage-52-2	52	2
assemblage-53-2	53	2
assemblage-54-2	54	2
assemblage-55-2	55	2
assemblage-56-2	56	2
assemblage-57-2	57	2
assemblage-58-2	58	2
assemblage-59-2	59	2
assemblage-60-2	60	2
assemblage-61-2	61	2
assemblage-62-2	62	2
assemblage-63-2	63	2
assemblage-64-2	64	2
assemblage-65-2	65	2
assemblage-66-2	66	2
assemblage-67-2	67	2
assemblage-68-2	68	2
assemblage-69-2	69	2
assemblage-70-2	70	2
assemblage-71-2	71	2
assemblage-72-2	72	2
assemblage-73-2	73	2
assemblage-74-2	74	2
assemblage-75-2	75	2
assemblage-76-2	76	2
assemblage-77-2	77	2
assemblage-78-2	78	2
assemblage-79-2	79	2
assemblage-80-2	80	2
assemblage-81-2	81	2
assemblage-82-2	82	2
assemblage-83-2	83	2
assemblage-84-2	84	2
assemblage-85-2	85	2
assemblage-86-2	86	2
assemblage-87-2	87	2
assemblage-88-2	88	2
assemblage-89-2	89	2
assemblage-90-2	90	2
assemblage-91-2	91	2
assemblage-92-2	92	2
assemblage-93-2	93	2
assemblage-94-2	94	2
assemblage-95-2	95	2
assemblage-96-2	96	2
assemblage-97-2	97	2
assemblage-98-2	98	2
assemblage-99-2	99	2
assemblage-1-3	1	3
assemblage-2-3	2	3
assemblage-3-3	3	3
assemblage-4-3	4	3
assemblage-5-3	5	3
assemblage-6-3	6	3
assemblage-7-3	7	3
assemblage-8-3	8	3
assemblage-9-3	9	3
assemblage-10-3	10	3
assemblage-11-3	11	3
assemblage-12-3	12	3
assemblage-13-3	13	3
assemblage-14-3	14	3
assemblage-15-3	15	3
assemblage-16-3	16	3
assemblage-17-3	17	3
assemblage-18-3	18	3
assemblage-19-3	19	3
assemblage-20-3	20	3
assemblage-21-3	21	3
assemblage-22-3	22	3
assemblage-23-3	23	3
assemblage-24-3	24	3
assemblage-25-3	25	3
assemblage-26-3	26	3
assemblage-27-3	27	3
assemblage-28-3	28	3
assemblage-29-3	29	3
assemblage-30-3	30	3
assemblage-31-3	31	3
assemblage-32-3	32	3
assemblage-33-3	33	3
assemblage-34-3	34	3
assemblage-35-3	35	3
assemblage-36-3	36	3
assemblage-37-3	37	3
assemblage-38-3	38	3
assemblage-39-3	39	3
assemblage-40-3	40	3
assemblage-41-3	41	3
assemblage-42-3	42	3
assemblage-43-3	43	3
assemblage-44-3	44	3
assemblage-45-3	45	3
assemblage-46-3	46	3
assemblage-47-3	47	3
assemblage-48-3	48	3
assemblage-49-3	49	3
assemblage-50-3	50	3
assemblage-51-3	51	3
assemblage-52-3	52	3
assemblage-53-3	53	3
assemblage-54-3	54	3
assemblage-55-3	55	3
assemblage-56-3	56	3
assemblage-57-3	57	3
assemblage-58-3	58	3
assemblage-59-3	59	3
assemblage-60-3	60	3
assemblage-61-3	61	3
assemblage-62-3	62	3
assemblage-63-3	63	3
assemblage-64-3	64	3
assemblage-65-3	65	3
assemblage-66-3	66	3
assemblage-67-3	67	3
assemblage-68-3	68	3
assemblage-69-3	69	3
assemblage-70-3	70	3
assemblage-71-3	71	3
assemblage-72-3	72	3
assemblage-73-3	73	3
assemblage-74-3	74	3
assemblage-75-3	75	3
assemblage-76-3	76	3
assemblage-77-3	77	3
assemblage-78-3	78	3
assemblage-79-3	79	3
assemblage-80-3	80	3
assemblage-81-3	81	3
assemblage-82-3	82	3
assemblage-83-3	83	3
assemblage-84-3	84	3
assemblage-85-3	85	3
assemblage-86-3	86	3
assemblage-87-3	87	3
assemblage-88-3	88	3
assemblage-89-3	89	3
assemblage-90-3	90	3
assemblage-91-3	91	3
assemblage-92-3	92	3
assemblage-93-3	93	3
assemblage-94-3	94	3
assemblage-95-3	95	3
assemblage-96-3	96	3
assemblage-97-3	97	3
assemblage-98-3	98	3
assemblage-99-3	99	3
assemblage-1-4	1	4
assemblage-2-4	2	4
assemblage-3-4	3	4
assemblage-4-4	4	4
assemblage-5-4	5	4
assemblage-6-4	6	4
assemblage-7-4	7	4
assemblage-8-4	8	4
assemblage-9-4	9	4
assemblage-10-4	10	4
assemblage-11-4	11	4
assemblage-12-4	12	4
assemblage-13-4	13	4
assemblage-14-4	14	4
assemblage-15-4	15	4
assemblage-16-4	16	4
assemblage-17-4	17	4
assemblage-18-4	18	4
assemblage-19-4	19	4
assemblage-20-4	20	4
assemblage-21-4	21	4
assemblage-22-4	22	4
assemblage-23-4	23	4
assemblage-24-4	24	4
assemblage-25-4	25	4
assemblage-26-4	26	4
assemblage-27-4	27	4
assemblage-28-4	28	4
assemblage-29-4	29	4
assemblage-30-4	30	4
assemblage-31-4	31	4
assemblage-32-4	32	4
assemblage-33-4	33	4
assemblage-34-4	34	4
assemblage-35-4	35	4
assemblage-36-4	36	4
assemblage-37-4	37	4
assemblage-38-4	38	4
assemblage-39-4	39	4
assemblage-40-4	40	4
assemblage-41-4	41	4
assemblage-42-4	42	4
assemblage-43-4	43	4
assemblage-44-4	44	4
assemblage-45-4	45	4
assemblage-46-4	46	4
assemblage-47-4	47	4
assemblage-48-4	48	4
assemblage-49-4	49	4
assemblage-50-4	50	4
assemblage-51-4	51	4
assemblage-52-4	52	4
assemblage-53-4	53	4
assemblage-54-4	54	4
assemblage-55-4	55	4
assemblage-56-4	56	4
assemblage-57-4	57	4
assemblage-58-4	58	4
assemblage-59-4	59	4
assemblage-60-4	60	4
assemblage-61-4	61	4
assemblage-62-4	62	4
assemblage-63-4	63	4
assemblage-64-4	64	4
assemblage-65-4	65	4
assemblage-66-4	66	4
assemblage-67-4	67	4
assemblage-68-4	68	4
assemblage-69-4	69	4
assemblage-70-4	70	4
assemblage-71-4	71	4
assemblage-72-4	72	4
assemblage-73-4	73	4
assemblage-74-4	74	4
assemblage-75-4	75	4
assemblage-76-4	76	4
assemblage-77-4	77	4
assemblage-78-4	78	4
assemblage-79-4	79	4
assemblage-80-4	80	4
assemblage-81-4	81	4
assemblage-82-4	82	4
assemblage-83-4	83	4
assemblage-84-4	84	4
assemblage-85-4	85	4
assemblage-86-4	86	4
assemblage-87-4	87	4
assemblage-88-4	88	4
assemblage-89-4	89	4
assemblage-90-4	90	4
assemblage-91-4	91	4
assemblage-92-4	92	4
assemblage-93-4	93	4
assemblage-94-4	94	4
assemblage-95-4	95	4
assemblage-96-4	96	4
assemblage-97-4	97	4
assemblage-98-4	98	4
assemblage-99-4	99	4
assemblage-1-5	1	5
assemblage-2-5	2	5
assemblage-3-5	3	5
assemblage-4-5	4	5
assemblage-5-5	5	5
assemblage-6-5	6	5
assemblage-7-5	7	5
assemblage-8-5	8	5
assemblage-9-5	9	5
assemblage-10-5	10	5
assemblage-11-5	11	5
assemblage-12-5	12	5
assemblage-13-5	13	5
assemblage-14-5	14	5
assemblage-15-5	15	5
assemblage-16-5	16	5
assemblage-17-5	17	5
assemblage-18-5	18	5
assemblage-19-5	19	5
assemblage-20-5	20	5
assemblage-21-5	21	5
assemblage-22-5	22	5
assemblage-23-5	23	5
assemblage-24-5	24	5
assemblage-25-5	25	5
assemblage-26-5	26	5
assemblage-27-5	27	5
assemblage-28-5	28	5
assemblage-29-5	29	5
assemblage-30-5	30	5
assemblage-31-5	31	5
assemblage-32-5	32	5
assemblage-33-5	33	5
assemblage-34-5	34	5
assemblage-35-5	35	5
assemblage-36-5	36	5
assemblage-37-5	37	5
assemblage-38-5	38	5
assemblage-39-5	39	5
assemblage-40-5	40	5
assemblage-41-5	41	5
assemblage-42-5	42	5
assemblage-43-5	43	5
assemblage-44-5	44	5
assemblage-45-5	45	5
assemblage-46-5	46	5
assemblage-47-5	47	5
assemblage-48-5	48	5
assemblage-49-5	49	5
assemblage-50-5	50	5
assemblage-51-5	51	5
assemblage-52-5	52	5
assemblage-53-5	53	5
assemblage-54-5	54	5
assemblage-55-5	55	5
assemblage-56-5	56	5
assemblage-57-5	57	5
assemblage-58-5	58	5
assemblage-59-5	59	5
assemblage-60-5	60	5
assemblage-61-5	61	5
assemblage-62-5	62	5
assemblage-63-5	63	5
assemblage-64-5	64	5
assemblage-65-5	65	5
assemblage-66-5	66	5
assemblage-67-5	67	5
assemblage-68-5	68	5
assemblage-69-5	69	5
assemblage-70-5	70	5
assemblage-71-5	71	5
assemblage-72-5	72	5
assemblage-73-5	73	5
assemblage-74-5	74	5
assemblage-75-5	75	5
assemblage-76-5	76	5
assemblage-77-5	77	5
assemblage-78-5	78	5
assemblage-79-5	79	5
assemblage-80-5	80	5
assemblage-81-5	81	5
assemblage-82-5	82	5
assemblage-83-5	83	5
assemblage-84-5	84	5
assemblage-85-5	85	5
assemblage-86-5	86	5
assemblage-87-5	87	5
assemblage-88-5	88	5
assemblage-89-5	89	5
assemblage-90-5	90	5
assemblage-91-5	91	5
assemblage-92-5	92	5
assemblage-93-5	93	5
assemblage-94-5	94	5
assemblage-95-5	95	5
assemblage-96-5	96	5
assemblage-97-5	97	5
assemblage-98-5	98	5
assemblage-99-5	99	5
assemblage-1-6	1	6
assemblage-2-6	2	6
assemblage-3-6	3	6
assemblage-4-6	4	6
assemblage-5-6	5	6
assemblage-6-6	6	6
assemblage-7-6	7	6
assemblage-8-6	8	6
assemblage-9-6	9	6
assemblage-10-6	10	6
assemblage-11-6	11	6
assemblage-12-6	12	6
assemblage-13-6	13	6
assemblage-14-6	14	6
assemblage-15-6	15	6
assemblage-16-6	16	6
assemblage-17-6	17	6
assemblage-18-6	18	6
assemblage-19-6	19	6
assemblage-20-6	20	6
assemblage-21-6	21	6
assemblage-22-6	22	6
assemblage-23-6	23	6
assemblage-24-6	24	6
assemblage-25-6	25	6
assemblage-26-6	26	6
assemblage-27-6	27	6
assemblage-28-6	28	6
assemblage-29-6	29	6
assemblage-30-6	30	6
assemblage-31-6	31	6
assemblage-32-6	32	6
assemblage-33-6	33	6
assemblage-34-6	34	6
assemblage-35-6	35	6
assemblage-36-6	36	6
assemblage-37-6	37	6
assemblage-38-6	38	6
assemblage-39-6	39	6
assemblage-40-6	40	6
assemblage-41-6	41	6
assemblage-42-6	42	6
assemblage-43-6	43	6
assemblage-44-6	44	6
assemblage-45-6	45	6
assemblage-46-6	46	6
assemblage-47-6	47	6
assemblage-48-6	48	6
assemblage-49-6	49	6
assemblage-50-6	50	6
assemblage-51-6	51	6
assemblage-52-6	52	6
assemblage-53-6	53	6
assemblage-54-6	54	6
assemblage-55-6	55	6
assemblage-56-6	56	6
assemblage-57-6	57	6
assemblage-58-6	58	6
assemblage-59-6	59	6
assemblage-60-6	60	6
assemblage-61-6	61	6
assemblage-62-6	62	6
assemblage-63-6	63	6
assemblage-64-6	64	6
assemblage-65-6	65	6
assemblage-66-6	66	6
assemblage-67-6	67	6
assemblage-68-6	68	6
assemblage-69-6	69	6
assemblage-70-6	70	6
assemblage-71-6	71	6
assemblage-72-6	72	6
assemblage-73-6	73	6
assemblage-74-6	74	6
assemblage-75-6	75	6
assemblage-76-6	76	6
assemblage-77-6	77	6
assemblage-78-6	78	6
assemblage-79-6	79	6
assemblage-80-6	80	6
assemblage-81-6	81	6
assemblage-82-6	82	6
assemblage-83-6	83	6
assemblage-84-6	84	6
assemblage-85-6	85	6
assemblage-86-6	86	6
assemblage-87-6	87	6
assemblage-88-6	88	6
assemblage-89-6	89	6
assemblage-90-6	90	6
assemblage-91-6	91	6
assemblage-92-6	92	6
assemblage-93-6	93	6
assemblage-94-6	94	6
assemblage-95-6	95	6
assemblage-96-6	96	6
assemblage-97-6	97	6
assemblage-98-6	98	6
assemblage-99-6	99	6
assemblage-1-7	1	7
assemblage-2-7	2	7
assemblage-3-7	3	7
assemblage-4-7	4	7
assemblage-5-7	5	7
assemblage-6-7	6	7
assemblage-7-7	7	7
assemblage-8-7	8	7
assemblage-9-7	9	7
assemblage-10-7	10	7
assemblage-11-7	11	7
assemblage-12-7	12	7
assemblage-13-7	13	7
assemblage-14-7	14	7
assemblage-15-7	15	7
assemblage-16-7	16	7
assemblage-17-7	17	7
assemblage-18-7	18	7
assemblage-19-7	19	7
assemblage-20-7	20	7
assemblage-21-7	21	7
assemblage-22-7	22	7
assemblage-23-7	23	7
assemblage-24-7	24	7
assemblage-25-7	25	7
assemblage-26-7	26	7
assemblage-27-7	27	7
assemblage-28-7	28	7
assemblage-29-7	29	7
assemblage-30-7	30	7
assemblage-31-7	31	7
assemblage-32-7	32	7
assemblage-33-7	33	7
assemblage-34-7	34	7
assemblage-35-7	35	7
assemblage-36-7	36	7
assemblage-37-7	37	7
assemblage-38-7	38	7
assemblage-39-7	39	7
assemblage-40-7	40	7
assemblage-41-7	41	7
assemblage-42-7	42	7
assemblage-43-7	43	7
assemblage-44-7	44	7
assemblage-45-7	45	7
assemblage-46-7	46	7
assemblage-47-7	47	7
assemblage-48-7	48	7
assemblage-49-7	49	7
assemblage-50-7	50	7
assemblage-51-7	51	7
assemblage-52-7	52	7
assemblage-53-7	53	7
assemblage-54-7	54	7
assemblage-55-7	55	7
assemblage-56-7	56	7
assemblage-57-7	57	7
assemblage-58-7	58	7
assemblage-59-7	59	7
assemblage-60-7	60	7
assemblage-61-7	61	7
assemblage-62-7	62	7
assemblage-63-7	63	7
assemblage-64-7	64	7
assemblage-65-7	65	7
assemblage-66-7	66	7
assemblage-67-7	67	7
assemblage-68-7	68	7
assemblage-69-7	69	7
assemblage-70-7	70	7
assemblage-71-7	71	7
assemblage-72-7	72	7
assemblage-73-7	73	7
assemblage-74-7	74	7
assemblage-75-7	75	7
assemblage-76-7	76	7
assemblage-77-7	77	7
assemblage-78-7	78	7
assemblage-79-7	79	7
assemblage-80-7	80	7
assemblage-81-7	81	7
assemblage-82-7	82	7
assemblage-83-7	83	7
assemblage-84-7	84	7
assemblage-85-7	85	7
assemblage-86-7	86	7
assemblage-87-7	87	7
assemblage-88-7	88	7
assemblage-89-7	89	7
assemblage-90-7	90	7
assemblage-91-7	91	7
assemblage-92-7	92	7
assemblage-93-7	93	7
assemblage-94-7	94	7
assemblage-95-7	95	7
assemblage-96-7	96	7
assemblage-97-7	97	7
assemblage-98-7	98	7
assemblage-99-7	99	7
assemblage-1-8	1	8
assemblage-2-8	2	8
assemblage-3-8	3	8
assemblage-4-8	4	8
assemblage-5-8	5	8
assemblage-6-8	6	8
assemblage-7-8	7	8
assemblage-8-8	8	8
assemblage-9-8	9	8
assemblage-10-8	10	8
assemblage-11-8	11	8
assemblage-12-8	12	8
assemblage-13-8	13	8
assemblage-14-8	14	8
assemblage-15-8	15	8
assemblage-16-8	16	8
assemblage-17-8	17	8
assemblage-18-8	18	8
assemblage-19-8	19	8
assemblage-20-8	20	8
assemblage-21-8	21	8
assemblage-22-8	22	8
assemblage-23-8	23	8
assemblage-24-8	24	8
assemblage-25-8	25	8
assemblage-26-8	26	8
assemblage-27-8	27	8
assemblage-28-8	28	8
assemblage-29-8	29	8
assemblage-30-8	30	8
assemblage-31-8	31	8
assemblage-32-8	32	8
assemblage-33-8	33	8
assemblage-34-8	34	8
assemblage-35-8	35	8
assemblage-36-8	36	8
assemblage-37-8	37	8
assemblage-38-8	38	8
assemblage-39-8	39	8
assemblage-40-8	40	8
assemblage-41-8	41	8
assemblage-42-8	42	8
assemblage-43-8	43	8
assemblage-44-8	44	8
assemblage-45-8	45	8
assemblage-46-8	46	8
assemblage-47-8	47	8
assemblage-48-8	48	8
assemblage-49-8	49	8
assemblage-50-8	50	8
assemblage-51-8	51	8
assemblage-52-8	52	8
assemblage-53-8	53	8
assemblage-54-8	54	8
assemblage-55-8	55	8
assemblage-56-8	56	8
assemblage-57-8	57	8
assemblage-58-8	58	8
assemblage-59-8	59	8
assemblage-60-8	60	8
assemblage-61-8	61	8
assemblage-62-8	62	8
assemblage-63-8	63	8
assemblage-64-8	64	8
assemblage-65-8	65	8
assemblage-66-8	66	8
assemblage-67-8	67	8
assemblage-68-8	68	8
assemblage-69-8	69	8
assemblage-70-8	70	8
assemblage-71-8	71	8
assemblage-72-8	72	8
assemblage-73-8	73	8
assemblage-74-8	74	8
assemblage-75-8	75	8
assemblage-76-8	76	8
assemblage-77-8	77	8
assemblage-78-8	78	8
assemblage-79-8	79	8
assemblage-80-8	80	8
assemblage-81-8	81	8
assemblage-82-8	82	8
assemblage-83-8	83	8
assemblage-84-8	84	8
assemblage-85-8	85	8
assemblage-86-8	86	8
assemblage-87-8	87	8
assemblage-88-8	88	8
assemblage-89-8	89	8
assemblage-90-8	90	8
assemblage-91-8	91	8
assemblage-92-8	92	8
assemblage-93-8	93	8
assemblage-94-8	94	8
assemblage-95-8	95	8
assemblage-96-8	96	8
assemblage-97-8	97	8
assemblage-98-8	98	8
assemblage-99-8	99	8
assemblage-1-9	1	9
assemblage-2-9	2	9
assemblage-3-9	3	9
assemblage-4-9	4	9
assemblage-5-9	5	9
assemblage-6-9	6	9
assemblage-7-9	7	9
assemblage-8-9	8	9
assemblage-9-9	9	9
assemblage-10-9	10	9
assemblage-11-9	11	9
assemblage-12-9	12	9
assemblage-13-9	13	9
assemblage-14-9	14	9
assemblage-15-9	15	9
assemblage-16-9	16	9
assemblage-17-9	17	9
assemblage-18-9	18	9
assemblage-19-9	19	9
assemblage-20-9	20	9
assemblage-21-9	21	9
assemblage-22-9	22	9
assemblage-23-9	23	9
assemblage-24-9	24	9
assemblage-25-9	25	9
assemblage-26-9	26	9
assemblage-27-9	27	9
assemblage-28-9	28	9
assemblage-29-9	29	9
assemblage-30-9	30	9
assemblage-31-9	31	9
assemblage-32-9	32	9
assemblage-33-9	33	9
assemblage-34-9	34	9
assemblage-35-9	35	9
assemblage-36-9	36	9
assemblage-37-9	37	9
assemblage-38-9	38	9
assemblage-39-9	39	9
assemblage-40-9	40	9
assemblage-41-9	41	9
assemblage-42-9	42	9
assemblage-43-9	43	9
assemblage-44-9	44	9
assemblage-45-9	45	9
assemblage-46-9	46	9
assemblage-47-9	47	9
assemblage-48-9	48	9
assemblage-49-9	49	9
assemblage-50-9	50	9
assemblage-51-9	51	9
assemblage-52-9	52	9
assemblage-53-9	53	9
assemblage-54-9	54	9
assemblage-55-9	55	9
assemblage-56-9	56	9
assemblage-57-9	57	9
assemblage-58-9	58	9
assemblage-59-9	59	9
assemblage-60-9	60	9
assemblage-61-9	61	9
assemblage-62-9	62	9
assemblage-63-9	63	9
assemblage-64-9	64	9
assemblage-65-9	65	9
assemblage-66-9	66	9
assemblage-67-9	67	9
assemblage-68-9	68	9
assemblage-69-9	69	9
assemblage-70-9	70	9
assemblage-71-9	71	9
assemblage-72-9	72	9
assemblage-73-9	73	9
assemblage-74-9	74	9
assemblage-75-9	75	9
assemblage-76-9	76	9
assemblage-77-9	77	9
assemblage-78-9	78	9
assemblage-79-9	79	9
assemblage-80-9	80	9
assemblage-81-9	81	9
assemblage-82-9	82	9
assemblage-83-9	83	9
assemblage-84-9	84	9
assemblage-85-9	85	9
assemblage-86-9	86	9
assemblage-87-9	87	9
assemblage-88-9	88	9
assemblage-89-9	89	9
assemblage-90-9	90	9
assemblage-91-9	91	9
assemblage-92-9	92	9
assemblage-93-9	93	9
assemblage-94-9	94	9
assemblage-95-9	95	9
assemblage-96-9	96	9
assemblage-97-9	97	9
assemblage-98-9	98	9
assemblage-99-9	99	9
assemblage-1-10	1	10
assemblage-2-10	2	10
assemblage-3-10	3	10
assemblage-4-10	4	10
assemblage-5-10	5	10
assemblage-6-10	6	10
assemblage-7-10	7	10
assemblage-8-10	8	10
assemblage-9-10	9	10
assemblage-10-10	10	10
assemblage-11-10	11	10
assemblage-12-10	12	10
assemblage-13-10	13	10
assemblage-14-10	14	10
assemblage-15-10	15	10
assemblage-16-10	16	10
assemblage-17-10	17	10
assemblage-18-10	18	10
assemblage-19-10	19	10
assemblage-20-10	20	10
assemblage-21-10	21	10
assemblage-22-10	22	10
assemblage-23-10	23	10
assemblage-24-10	24	10
assemblage-25-10	25	10
assemblage-26-10	26	10
assemblage-27-10	27	10
assemblage-28-10	28	10
assemblage-29-10	29	10
assemblage-30-10	30	10
assemblage-31-10	31	10
assemblage-32-10	32	10
assemblage-33-10	33	10
assemblage-34-10	34	10
assemblage-35-10	35	10
assemblage-36-10	36	10
assemblage-37-10	37	10
assemblage-38-10	38	10
assemblage-39-10	39	10
assemblage-40-10	40	10
assemblage-41-10	41	10
assemblage-42-10	42	10
assemblage-43-10	43	10
assemblage-44-10	44	10
assemblage-45-10	45	10
assemblage-46-10	46	10
assemblage-47-10	47	10
assemblage-48-10	48	10
assemblage-49-10	49	10
assemblage-50-10	50	10
assemblage-51-10	51	10
assemblage-52-10	52	10
assemblage-53-10	53	10
assemblage-54-10	54	10
assemblage-55-10	55	10
assemblage-56-10	56	10
assemblage-57-10	57	10
assemblage-58-10	58	10
assemblage-59-10	59	10
assemblage-60-10	60	10
assemblage-61-10	61	10
assemblage-62-10	62	10
assemblage-63-10	63	10
assemblage-64-10	64	10
assemblage-65-10	65	10
assemblage-66-10	66	10
assemblage-67-10	67	10
assemblage-68-10	68	10
assemblage-69-10	69	10
assemblage-70-10	70	10
assemblage-71-10	71	10
assemblage-72-10	72	10
assemblage-73-10	73	10
assemblage-74-10	74	10
assemblage-75-10	75	10
assemblage-76-10	76	10
assemblage-77-10	77	10
assemblage-78-10	78	10
assemblage-79-10	79	10
assemblage-80-10	80	10
assemblage-81-10	81	10
assemblage-82-10	82	10
assemblage-83-10	83	10
assemblage-84-10	84	10
assemblage-85-10	85	10
assemblage-86-10	86	10
assemblage-87-10	87	10
assemblage-88-10	88	10
assemblage-89-10	89	10
assemblage-90-10	90	10
assemblage-91-10	91	10
assemblage-92-10	92	10
assemblage-93-10	93	10
assemblage-94-10	94	10
assemblage-95-10	95	10
assemblage-96-10	96	10
assemblage-97-10	97	10
assemblage-98-10	98	10
assemblage-99-10	99	10
assemblage-1-11	1	11
assemblage-2-11	2	11
assemblage-3-11	3	11
assemblage-4-11	4	11
assemblage-5-11	5	11
assemblage-6-11	6	11
assemblage-7-11	7	11
assemblage-8-11	8	11
assemblage-9-11	9	11
assemblage-10-11	10	11
assemblage-11-11	11	11
assemblage-12-11	12	11
assemblage-13-11	13	11
assemblage-14-11	14	11
assemblage-15-11	15	11
assemblage-16-11	16	11
assemblage-17-11	17	11
assemblage-18-11	18	11
assemblage-19-11	19	11
assemblage-20-11	20	11
assemblage-21-11	21	11
assemblage-22-11	22	11
assemblage-23-11	23	11
assemblage-24-11	24	11
assemblage-25-11	25	11
assemblage-26-11	26	11
assemblage-27-11	27	11
assemblage-28-11	28	11
assemblage-29-11	29	11
assemblage-30-11	30	11
assemblage-31-11	31	11
assemblage-32-11	32	11
assemblage-33-11	33	11
assemblage-34-11	34	11
assemblage-35-11	35	11
assemblage-36-11	36	11
assemblage-37-11	37	11
assemblage-38-11	38	11
assemblage-39-11	39	11
assemblage-40-11	40	11
assemblage-41-11	41	11
assemblage-42-11	42	11
assemblage-43-11	43	11
assemblage-44-11	44	11
assemblage-45-11	45	11
assemblage-46-11	46	11
assemblage-47-11	47	11
assemblage-48-11	48	11
assemblage-49-11	49	11
assemblage-50-11	50	11
assemblage-51-11	51	11
assemblage-52-11	52	11
assemblage-53-11	53	11
assemblage-54-11	54	11
assemblage-55-11	55	11
assemblage-56-11	56	11
assemblage-57-11	57	11
assemblage-58-11	58	11
assemblage-59-11	59	11
assemblage-60-11	60	11
assemblage-61-11	61	11
assemblage-62-11	62	11
assemblage-63-11	63	11
assemblage-64-11	64	11
assemblage-65-11	65	11
assemblage-66-11	66	11
assemblage-67-11	67	11
assemblage-68-11	68	11
assemblage-69-11	69	11
assemblage-70-11	70	11
assemblage-71-11	71	11
assemblage-72-11	72	11
assemblage-73-11	73	11
assemblage-74-11	74	11
assemblage-75-11	75	11
assemblage-76-11	76	11
assemblage-77-11	77	11
assemblage-78-11	78	11
assemblage-79-11	79	11
assemblage-80-11	80	11
assemblage-81-11	81	11
assemblage-82-11	82	11
assemblage-83-11	83	11
assemblage-84-11	84	11
assemblage-85-11	85	11
