Assemblage_Name	0-4474100-672762	0-4368169-2	0-2-4879577	0-5044537-672762	1-2104078-0	4657596-1-4416243	7086496-2104078-7196400	1611389-8175911-0	3-7872009-555177	1611389-5042352-7036715	1611389-8121329-7036715	1611389-6057028-0	208094-2104078-0	911775-1-4	2595751-2104078-0	6156290-2-2	7647450-2-2	3860361-1-9144974	7504084-9473803-4879577	1611389-4838428-0	7805722-2-2	3-7872009-4	5929802-609178-4881353	3933815-0-0	0-3439552-2	7423614-2-5236956	1-5127373-0	0-2-4024919	1611389-2104078-2159813	7423614-2-2	3860361-1-5924462	1611389-8168928-0	1-2104078-1115157	1-2-0	3455756-609178-2987195	1611389-8739812-0	6612971-2-8339083	6612971-2238207-2	5929802-609178-882008	6612971-8350744-2	198580-2104078-0	4579966-2-2	1-2104078-4379945	0-7613492-2	1611389-2104078-7196400	0-4474100-911458	2-2-2	3860361-1-3165115	3860361-1-7019667	0-9906468-2	5929802-3730145-882008	0-7883121-2	0-2-2	1-4755279-0	1-9640355-0	0-9473803-4879577	4-2-2	8542170-609178-3	8542170-609178-4881353	0-2-6394737	3-4-3	0-2456051-2	4352848-609178-3	1-5443363-0	7423614-3226426-2	1-0-0	0-5372063-2	1611389-5042352-0	0-2-3162151	1-4904040-2987195	4333501-2-7900002	1-609178-3	0-2-8327992	1611389-2104078-0	0-7267052-2	1611389-5265751-0	4-2-7900002	3916730-2104078-0	3692946-1-4	1-609178-2987195	1-2088359-0	3860361-1-4	6612971-2-2	3816669-2-7900002	3860361-1-5790433	4-1834746-2	1-8531153-2987195	2194985-2104078-0
assemblage-162-175	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	9	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0	0	0	0	0	181	0	0	0	0	0	110	0	0	0	0	0	0	0	0	5	0	0	0	0	28
assemblage-687-721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	259	0	0	0	0	0	0	13	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	0	0	0	0	27
assemblage-537-343	28	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0	35	11	0	0	0	0	0	0	0	0	20	0	0	0	0	0	46	0	0	0	0	0	0	0	76	0	0	91	0	0	0	0	16
assemblage-109-547	51	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	19	0	0	0	0	0	0	0	0	5	59	0	0	0	0	0	0	6	55	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	167	0	0	0	0	30
assemblage-462-472	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	0	0	0	60	0	0	0	0	0	0	0	0	22	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	175	0	0	0	2	0	13
assemblage-656-344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163	0	39	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	158	0	0	0	0	0	0	0	0	82	0	0	0	0	26
assemblage-817-785	0	0	0	0	0	48	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	382	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	7
assemblage-987-572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	64	0	0	0	0	0	0	0	0	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0	0	0	0	27
assemblage-785-245	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	10	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0	0	0	0	0	185	0	0	0	0	0	120	0	0	0	0	0	0	0	0	7	0	0	0	0	24
assemblage-543-780	33	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	0	0	0	0	0	0	80	0	0	49	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	53	63	0	0	0	0	28
assemblage-605-982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	19	0	0	0	0	0	0	0	0	4	0	78	0	0	0	0	0	0	9	62	0	251	0	0	11	0	6	17
assemblage-542-771	35	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	171	0	0	0	0	0	0	69	0	0	45	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	41	61	0	0	0	0	28
assemblage-563-209	0	0	0	0	0	0	0	0	0	52	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	250	0	0	0	0	0	0	0	0	66	0	0	0	0	9
assemblage-813-234	0	0	0	0	0	0	4	8	0	0	0	0	0	0	0	0	0	0	0	0	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	201	0	0	0	9	0	0	0	0	0	0	0	0	0	28
assemblage-365-506	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0	46	0	0	0	0	0	0	0	0	13	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	194	0	0	0	3	0	29
assemblage-895-362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	13
assemblage-868-358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	9
assemblage-989-563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	67	0	0	0	0	0	0	0	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0	0	0	0	20
assemblage-989-562	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	103	0	0	0	46	0	0	0	0	0	0	0	0	15	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	216	0	0	0	7	0	15
assemblage-109-521	48	0	0	6	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	156	0	0	0	0	0	0	83	0	0	45	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	46	50	0	0	0	0	24
assemblage-456-475	10	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	34	9	0	0	0	0	0	0	0	0	14	0	0	0	0	0	65	0	0	0	0	0	0	0	64	0	0	107	0	0	0	0	19
assemblage-808-599	0	0	0	0	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	10	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	31	0	0	8	0	0	0	0	0	0	28	0	135	0	0	0	0	18	10	0	0	0	0	0	0	0	0	77	0	0	0	0	19
assemblage-257-587	0	7	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	388	0	0	0	0	0	0	12	0	5	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	17
assemblage-349-817	5	0	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	42	0	0	61	0	0	0	0	30
assemblage-260-615	0	5	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	7	384	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	16
assemblage-478-448	12	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0	0	29	9	0	0	0	0	0	0	0	0	12	0	0	0	0	0	54	0	0	0	0	0	0	0	71	0	0	93	0	0	0	0	25
assemblage-528-782	0	0	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0	0	0	0	41	0	5	59	0	0	0	0	29
assemblage-385-510	32	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	15	0	0	0	0	0	0	0	0	9	41	0	0	0	0	0	0	0	62	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159	0	0	0	0	42
assemblage-383-474	19	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	31	6	0	0	0	0	0	0	0	0	16	0	0	0	0	0	47	0	0	0	0	0	0	0	74	0	0	85	0	0	0	0	29
assemblage-317-799	41	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	16	0	0	0	0	0	0	0	0	10	42	0	0	0	0	0	0	0	52	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	176	0	0	0	0	36
assemblage-276-841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	7	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	144	0	0	0	0	0	0	0	0	119	0	0	0	0	34
assemblage-846-601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	12	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	172	0	0	0	0	0	0	0	0	107	0	0	0	0	40
assemblage-329-825	0	0	0	0	132	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	60	12	0	117	0	0	0	0	0	16	0	46	0	0	0	0	0	0	36	0	7	0	0	0	0	26
assemblage-158-140	0	0	0	0	7	0	6	8	0	0	0	0	0	0	0	0	0	0	0	0	136	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	195	0	0	0	0	0	0	0	0	0	0	0	0	0	20
assemblage-575-225	0	0	0	0	0	0	0	0	0	61	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	270	0	0	0	0	0	0	0	0	49	0	0	0	0	12
assemblage-536-366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	76	0	0	0	0	0	0	0	0	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	0	0	0	0	17
assemblage-459-455	19	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	26	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	60	0	0	0	0	0	0	0	59	0	0	85	0	0	0	0	23
assemblage-791-235	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	177	0	0	0	0	0	115	0	0	0	0	0	0	0	0	10	0	0	0	0	26
assemblage-93-530	0	0	0	0	127	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	47	0	0	60	0	0	0	0	32
assemblage-397-507	5	0	0	0	107	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	47	0	3	66	0	0	0	0	26
assemblage-657-738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	262	0	0	0	0	0	0	13	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0	0	0	0	26
assemblage-613-1002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	11	0	0	0	0	0	0	0	0	4	0	87	0	0	0	0	0	0	7	78	0	228	0	0	11	0	9	18
assemblage-394-630	0	0	0	0	0	0	0	0	0	51	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	279	0	0	0	0	0	0	0	0	65	0	0	0	0	13
assemblage-984-550	0	0	0	0	170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	21	0	0	0	32	0	0	0	0	0	0	45	0	121	0	0	0	0	0	49	0	0	0	0	19	0	0	0	0	0	0	5	0	0	0	17
assemblage-395-504	38	0	0	5	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	0	0	0	0	0	0	67	0	0	62	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	45	51	0	0	0	0	33
assemblage-395-505	12	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	32	6	0	0	0	0	0	0	0	0	13	0	0	0	0	0	53	0	0	0	0	0	0	0	64	0	0	96	0	0	0	0	19
assemblage-664-336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	282	0	0	0	0	0	0	16	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0	0	26
assemblage-406-498	0	0	0	0	117	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	0	43	0	3	63	0	0	0	0	30
assemblage-806-771	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	14
assemblage-869-357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	20
assemblage-225-602	0	7	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	395	0	0	0	0	0	0	7	0	8	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	17
assemblage-825-581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	7	8	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	132	0	0	0	0	0	0	0	0	117	0	0	0	0	24
assemblage-589-997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	26	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	8	71	0	247	0	0	7	0	6	23
assemblage-514-785	40	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	15	0	0	0	0	0	0	0	0	14	51	0	0	0	0	0	0	9	66	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0	0	31
assemblage-586-983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	18	0	0	0	0	0	0	0	0	3	0	81	0	0	0	0	0	0	5	83	0	229	0	0	9	0	7	16
assemblage-163-179	0	0	0	0	0	0	0	0	0	63	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	254	0	0	0	0	0	0	0	0	67	0	0	0	0	18
