Assemblage_Name	3-3-6499414	1-1-4	0-8979257-51755	0-9199983-7948638	2877316-3-6778825	0-8438668-7948638	3-3-4	0-3-5545170	2-1190081-4597143	0-1-3	3-3-571571	1-1-7303685	0-4108200-7948638	0-1727504-7948638	1-9804472-4	2-5982450-4139302	2-5982450-4689096	2682058-7351496-6778825	3-2781075-4	4632024-3-4	5615473-1-2	3735482-3-4	6922544-7351496-6778825	3-3-7227717	435442-1-4	0-9199983-7462435	1-3-0	2631051-9698154-2	6922544-7351496-3334845	0-6295838-4	2-5573919-2	3-3-3066255	0-3-51755	6922544-2768874-6778825	5064582-1-2	0-3-4	0-3-6778825	2005861-1-2	6294144-3-4	2-1843540-2	0-397275-8806163	0-3-7948638	1-4-1	0-3-6240148	2-1-2	1529192-9199983-7948638	6922544-3-6778825	2-1-773611	1-1-9286512	0-397275-7948638	0-7434139-7948638	1-1-8999420	6884530-1-7303685	2631051-1-2	2-5982450-2	2-1-4597143	2-369943-2
assemblage-431-697	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	214	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	211	0	7
assemblage-393-831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	308	0	0	0	0	0	0	0	0	164	0	0	8
assemblage-752-785	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0	0	0	0	0	0	0	0	271	0	0	20
assemblage-840-332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	448	0	0	0	0	0	5	0	0	0	0	2	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
assemblage-895-640	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	233	0	5
assemblage-762-980	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	313	0	0	0	0	0	0	0	0	150	0	0	12
assemblage-766-603	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
assemblage-737-767	0	97	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	298	0	0	0	6	0	0	41	0	13	0	0	3
assemblage-663-744	0	0	0	197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	19	0	0	0	0	0	0	0	0	45	105	0	0	0	19	0	0	32	24	0	0	0	0	0	0	0	36	16	0	5
assemblage-726-965	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	318	0	0	0	0	0	0	0	0	11	17	88	18
assemblage-379-102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	422	0	0	0	0	0	10	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22
assemblage-762-609	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
assemblage-753-770	0	87	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	304	0	0	0	5	0	0	46	0	15	0	0	10
assemblage-747-774	0	85	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	297	0	0	0	2	0	0	62	0	15	0	0	5
assemblage-381-816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	316	0	0	0	0	0	0	0	0	152	0	0	8
assemblage-405-108	0	0	0	0	34	0	0	0	0	0	0	0	0	14	0	17	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	351	0	0	0	0	0	0	0	0	0	0	0	0	8	39	0	0	0	0	0	14
assemblage-855-346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	444	0	0	0	0	0	9	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
assemblage-944-541	0	0	0	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	55	126	0	0	0	22	0	0	18	29	0	0	0	0	0	0	0	44	10	0	8
assemblage-786-921	0	33	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	401	0	0	0	0	0	6	0	14	0	0	0	10	0	0	0	0	0	0	0	0	13
assemblage-684-767	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	5	0	0	0	0	404	0	0	56	0	0	0	0	0	0	0	0	0	0	0	7
assemblage-414-683	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	227	0	0	0	0	0	0	0	136	0	0	0	0	47	0	15
assemblage-653-962	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	214	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	213	0	12
assemblage-311-427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	323	0	0	0	0	0	0	0	0	151	0	0	9
assemblage-426-694	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	226	0	0	0	33	0	0	0	0	101	0	0	14	0	0	0	0	0	96	0	0	0	0	0	23
assemblage-604-126	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	55	31	0	0	0	131	0	0	88	7	3	0	0	0	0	0	0	11	79	6	21
assemblage-783-921	0	40	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	392	0	0	0	0	0	6	0	23	0	0	0	14	0	0	0	0	0	0	0	0	12
assemblage-293-730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	210	43	0	0	0	0	0	8
assemblage-431-667	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	213	0	0	0	33	0	0	0	0	91	0	0	14	0	0	0	0	0	122	0	0	0	2	0	17
assemblage-292-700	0	0	0	0	25	0	0	0	0	0	0	0	0	24	0	15	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	351	0	0	0	0	0	0	0	0	0	0	0	0	12	36	0	0	0	0	0	16
assemblage-726-971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	307	0	0	0	0	0	0	0	0	175	0	0	6
assemblage-294-696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	422	0	0	0	0	0	14	0	0	0	0	6	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
assemblage-399-81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	212	0	0	0	0	0	0	81	0	0	0	0	0	0	0	0	0	0	0	0	0	158	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	7	0	13
assemblage-694-487	0	0	0	3	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	251	0	0	0	0	0	211	0	0	8	0	0	0	0	0	0	0	0	0	0	0	3
assemblage-379-112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	199	38	0	0	0	0	0	7
assemblage-832-326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	207	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	167	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	8	0	18
assemblage-597-123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	18	0	23	0	0	273	0	18	0	0	0	0	0	0	0	0	0	14
assemblage-907-636	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	216	0	0	0	0	2	0	0	137	0	0	0	0	55	0	16
assemblage-907-621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	263	0	0	0	0	0	0	0	0	0	0	0	0	0	164	0	0	0	0	0	0	0	14	0	32	0	0	0	0	0	0	0	16	0	11
assemblage-439-709	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	0	0	0	51	0	0	0	0	106	0	0	8	0	0	0	0	0	119	0	0	0	0	0	13
assemblage-546-416	0	0	0	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	42	0	0	35	0	0	0	0	0	0	0	0	0	275	6	5
assemblage-695-482	0	0	0	3	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	257	0	0	0	0	0	206	0	0	5	0	0	0	0	0	0	0	0	0	0	0	3
assemblage-648-341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	306	0	0	0	0	0	0	0	0	155	0	0	0	0	0	0	0	0	0	0	0	26
assemblage-994-194	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	209	0	0	0	0	5	0	0	136	0	0	0	0	65	0	10
assemblage-657-318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	467	0	0	0	0	0	0	0	0	0	0	0	16
assemblage-421-689	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	204	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	236	0	8
assemblage-716-481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	314	0	0	0	0	0	0	0	0	148	0	0	10
assemblage-980-599	6	0	0	0	0	0	341	0	0	0	3	0	0	0	0	0	0	0	0	6	0	0	0	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
assemblage-990-203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	213	0	0	0	52	0	0	0	0	102	0	0	9	0	0	0	0	0	107	0	0	0	2	0	15
assemblage-612-122	0	0	0	184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	42	121	0	0	0	25	0	0	37	17	0	0	0	0	0	0	0	39	15	0	10
assemblage-311-717	0	0	0	0	42	0	0	0	0	0	0	0	0	11	0	15	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	355	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	11
assemblage-643-323	0	37	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	407	0	0	0	0	0	12	0	11	0	0	0	0	0	0	0	0	0	0	0	0	18
assemblage-836-798	0	0	0	0	38	0	0	0	0	0	0	0	0	20	0	18	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	352	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	12
assemblage-985-197	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	226	0	0	0	0	8	0	0	145	0	0	0	0	51	0	9
assemblage-659-328	0	48	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	400	0	0	0	0	0	8	0	11	0	0	0	4	0	0	0	0	0	0	0	0	11
assemblage-652-952	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	214	0	0	0	0	0	0	0	133	0	0	0	0	68	0	16
assemblage-162-852	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163	0	0	0	0	0	0	0	0	245	0	0	14
assemblage-996-614	5	0	0	0	0	0	327	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19
assemblage-843-799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	430	0	0	0	0	0	10	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
assemblage-322-394	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	251	0	0	0	0	0	212	0	0	14	0	0	0	0	0	0	0	0	0	0	0	9
assemblage-731-788	0	46	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	408	0	0	0	0	0	4	0	9	0	0	0	0	0	0	0	0	0	0	0	0	15
assemblage-655-777	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	404	0	0	57	0	0	0	0	0	0	0	0	0	0	0	12
assemblage-660-329	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	311	0	0	0	0	0	0	0	0	136	0	0	12
assemblage-701-469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	339	0	0	0	0	0	0	0	0	127	0	0	9
assemblage-846-341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	180	41	0	0	0	0	0	8
assemblage-367-825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	334	0	0	0	0	0	0	0	0	139	0	0	11
assemblage-663-782	0	0	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	50	0	0	37	0	0	0	0	0	0	0	0	0	282	8	6
assemblage-694-460	0	0	0	10	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	241	0	0	0	0	0	216	0	0	8	0	0	0	0	0	0	0	0	0	0	0	5
assemblage-838-351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	206	11	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	167	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	3	0	11
assemblage-823-790	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	216	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	161	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	3	0	12
assemblage-320-424	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	38	0	0	0	0	0	0	0	0	311	0	0	0	0	0	0	0	0	18	21	98	4
assemblage-372-841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	52	0	0	239	0	0	0	0	0	0	0	0	92	0	26	20
assemblage-1011-185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	276	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0	0	0	0	0	15	0	26	0	0	0	0	0	0	0	14	0	17
assemblage-836-341	0	0	0	0	34	0	0	0	0	0	0	0	0	12	0	16	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	345	0	0	0	0	0	0	0	0	0	0	0	0	6	48	0	0	0	0	0	18
assemblage-639-314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	469	0	0	0	0	0	0	0	0	0	0	0	13
assemblage-543-454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	0	0	4	0	25	0	0	282	0	21	0	0	0	0	0	0	0	0	0	17
assemblage-324-414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	317	0	0	0	0	0	0	0	0	154	0	0	5
assemblage-747-968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	353	0	0	0	0	0	0	0	0	118	0	0	10
assemblage-296-722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	250	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	151	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	6	0	7
assemblage-308-721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	231	46	0	0	0	0	0	13
assemblage-988-616	0	0	0	0	0	0	342	0	0	0	5	0	0	0	0	0	0	0	4	5	0	0	0	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
assemblage-957-547	0	0	0	182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	66	115	0	0	0	17	0	0	30	21	0	0	0	0	0	0	0	27	10	0	8
assemblage-731-790	0	77	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	319	0	0	0	4	0	0	52	0	12	0	0	4
assemblage-749-987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	313	0	0	0	0	0	0	0	0	7	23	103	16
assemblage-782-914	0	34	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	191	0	0	0	0	0	0	0	0	132	0	0	0	0	0	0	8	0	78	0	0	20
assemblage-541-439	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	3	0	0	0	0	384	0	0	58	0	0	0	0	0	0	0	0	0	0	5	7
assemblage-375-821	0	0	0	7	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	269	0	0	0	0	0	201	0	0	7	0	0	0	0	0	0	0	0	0	0	0	2
assemblage-155-860	0	70	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	0	0	0	8	0	0	62	0	13	0	0	14
assemblage-975-608	2	0	0	0	0	0	316	0	0	0	11	0	0	0	0	0	0	0	0	9	0	0	0	151	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
assemblage-948-531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	0	0	11	0	25	0	0	263	0	21	0	0	0	0	0	0	0	0	0	13
assemblage-735-969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	297	0	0	0	0	0	0	0	0	12	29	105	26
assemblage-1006-207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	276	0	0	0	0	0	0	0	0	0	0	0	0	0	149	0	0	0	0	0	0	0	17	0	23	0	0	0	0	0	0	0	24	0	11
assemblage-367-832	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	288	0	0	0	0	0	0	0	0	18	22	105	12
assemblage-984-200	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	205	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	215	0	7
assemblage-857-317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	207	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	183	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	13	0	16
assemblage-374-109	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	207	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0	61	23	0	0	0	0	0	21
